[32m2024-02-04 00:30:53.834[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(50)-127.0.0.1] Application shutdown requested.
[32m2024-02-04 02:52:20.202[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(29)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[32m2024-02-04 02:52:20.203[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(29)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[32m2024-02-04 02:52:20.209[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(29)-127.0.0.1] HikariPool-1 - Shutdown completed.
[32m2024-02-04 15:32:41.879[0;39m [INFO] com.hexaware.restjpacapstone.SpringRestJpaCapstoneApplication [main] Starting SpringRestJpaCapstoneApplication using Java 17.0.9 with PID 9764 (D:\Rest_Apis\spring-rest-jpa-capstone\target\classes started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
[32m2024-02-04 15:32:41.880[0;39m [INFO] com.hexaware.restjpacapstone.SpringRestJpaCapstoneApplication [main] No active profile set, falling back to 1 default profile: "default"
[32m2024-02-04 15:32:42.544[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[32m2024-02-04 15:32:42.595[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 44 ms. Found 1 JPA repository interface.
[32m2024-02-04 15:32:43.080[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
[32m2024-02-04 15:32:43.089[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[32m2024-02-04 15:32:43.089[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.18]
[32m2024-02-04 15:32:43.181[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[32m2024-02-04 15:32:43.181[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1263 ms
[32m2024-02-04 15:32:43.281[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[32m2024-02-04 15:32:43.317[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
[32m2024-02-04 15:32:43.319[0;39m [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
[32m2024-02-04 15:32:43.526[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[32m2024-02-04 15:32:43.546[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[32m2024-02-04 15:32:43.812[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5feb82b3
[32m2024-02-04 15:32:43.814[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[32m2024-02-04 15:32:43.852[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[32m2024-02-04 15:32:43.853[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[32m2024-02-04 15:32:44.498[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[32m2024-02-04 15:32:44.536[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[32m2024-02-04 15:32:44.718[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[32m2024-02-04 15:32:45.137[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[32m2024-02-04 15:32:45.773[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
[32m2024-02-04 15:32:45.781[0;39m [INFO] com.hexaware.restjpacapstone.SpringRestJpaCapstoneApplication [main] Started SpringRestJpaCapstoneApplication in 4.25 seconds (process running for 4.921)
2024-02-04 15:33:01.787 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 24504 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:33:01.788 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:33:02.843 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:33:02.932 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 73 ms. Found 1 JPA repository interface.
2024-02-04 15:33:03.463 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:33:03.532 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:33:03.536 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:33:03.917 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:33:03.949 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:33:04.360 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@55071497
2024-02-04 15:33:04.366 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:33:04.413 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:33:04.414 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:33:05.282 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:33:05.325 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:33:05.673 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:33:06.393 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:33:07.552 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.253 seconds (process running for 8.162)
2024-02-04 15:33:09.348 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.476 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=352, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:33:09.513 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 101 deleted successfully
2024-02-04 15:33:09.536 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.542 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.547 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details withA fetching in this method !!
2024-02-04 15:33:09.607 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.613 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:33:09.645 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with355 fetching in this method !!
2024-02-04 15:33:09.654 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:33:09.674 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.681 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with356 fetching in this method !!
2024-02-04 15:33:09.689 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:33:09.706 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:33:09.709 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:33:09.720 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:34:29.036 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 13012 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:34:29.037 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:34:29.997 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:34:30.091 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 78 ms. Found 1 JPA repository interface.
2024-02-04 15:34:30.608 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:34:30.707 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:34:30.709 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:34:31.103 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:34:31.141 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:34:31.580 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2f471037
2024-02-04 15:34:31.585 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:34:31.631 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:34:31.632 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:34:32.761 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:34:32.820 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:34:33.151 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:34:33.829 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:34:34.916 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.32 seconds (process running for 7.451)
2024-02-04 15:34:35.558 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:34:35.706 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=402, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:34:35.744 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 204 deleted successfully
2024-02-04 15:34:35.764 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:34:35.769 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:34:35.776 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details withA fetching in this method !!
